Id,Age
74051,7.9787234042553195
74052,7.707045735475896
74053,10.223684210526315
74054,9.491897044804576
74055,7.510248901903368
74056,13.002985074626865
74057,11.757738340899712
74058,7.929588014981273
74059,13.002985074626865
74060,11.43804664723032
74061,11.533515731874145
74062,10.248340707964601
74063,4.5625
74064,12.584010840108402
74065,5.468479604449938
74066,6.147058823529412
74067,11.757738340899712
74068,14.001432664756447
74069,10.51875498802873
74070,10.51875498802873
74071,17.032258064516128
74072,9.540178571428571
74073,8.580327868852459
74074,9.01027397260274
74075,10.976623376623376
74076,9.541416566626651
74077,12.343949044585987
74078,11.044
74079,9.053435114503817
74080,11.05090909090909
74081,10.748108108108108
74082,10.748108108108108
74083,10.51875498802873
74084,11.757738340899712
74085,11.533515731874145
74086,7.241610738255034
74087,9.491897044804576
74088,10.461538461538462
74089,8.254450261780105
74090,10.382867132867133
74091,7.771014492753623
74092,9.25
74093,10.450034458993798
74094,9.951807228915662
74095,15.275862068965518
74096,12.24310776942356
74097,6.506134969325154
74098,6.147058823529412
74099,12.849094567404427
74100,10.004145936981757
74101,11.05090909090909
74102,9.188969258589513
74103,11.813852813852813
74104,9.38700947225981
74105,9.240963855421686
74106,11.757738340899712
74107,10.15980024968789
74108,5.109540636042403
74109,10.333333333333334
74110,5.615646258503402
74111,10.976623376623376
74112,6.83289817232376
74113,8.254450261780105
74114,10.748108108108108
74115,9.554621848739496
74116,10.51875498802873
74117,12.584010840108402
74118,10.15980024968789
74119,8.61734693877551
74120,14.405522001725625
74121,10.234978540772532
74122,6.956582633053221
74123,12.094262295081966
74124,4.903100775193798
74125,7.389635316698657
74126,7.389635316698657
74127,11.43804664723032
74128,10.450034458993798
74129,9.053435114503817
74130,10.450034458993798
74131,11.044
74132,7.510248901903368
74133,10.382867132867133
74134,12.240963855421686
74135,4.447204968944099
74136,6.397170837867247
74137,5.468479604449938
74138,14.736842105263158
74139,10.748108108108108
74140,15.337837837837839
74141,9.491254752851711
74142,11.790760869565217
74143,14.405522001725625
74144,12.894259818731118
74145,11.429195804195805
74146,7.929588014981273
74147,10.382867132867133
74148,5.468479604449938
74149,10.51875498802873
74150,8.363636363636363
74151,9.01027397260274
74152,14.405522001725625
74153,11.162849872773537
74154,9.152439024390244
74155,6.506134969325154
74156,12.894259818731118
74157,11.044
74158,12.894259818731118
74159,10.450034458993798
74160,14.405522001725625
74161,10.913486005089059
74162,10.382867132867133
74163,10.382867132867133
74164,10.223684210526315
74165,10.450034458993798
74166,9.188969258589513
74167,11.757738340899712
74168,11.044
74169,11.43804664723032
74170,10.51875498802873
74171,12.24310776942356
74172,11.790760869565217
74173,8.578947368421053
74174,11.757738340899712
74175,9.25
74176,9.38700947225981
74177,11.397590361445783
74178,12.094262295081966
74179,12.894259818731118
74180,5.56140350877193
74181,8.753623188405797
74182,11.162849872773537
74183,7.195501730103806
74184,11.757738340899712
74185,12.24310776942356
74186,10.15980024968789
74187,9.683333333333334
74188,12.2296918767507
